REGION,CÓDIGO DANE DEL DEPARTAMENTO,departamento,codigo_municipio,nombre_municipio_x,vote_share_2002_r1_alvaro_uribe,vote_share_2002_r1_horacio_serpa,vote_share_2006_r1_alvaro_uribe,vote_share_2006_r1_carlos_gaviria,vote_share_2010_r1_gustavo_petro,vote_share_2010_r1_juan_manuel_santos,vote_share_2014_r1_clara_lopez,vote_share_2014_r1_oscar_ivan_zuluaga,vote_share_2018_r1_gustavo_petro,vote_share_2018_r1_ivan_duque,vote_share_2022_r1_blanco,vote_share_2022_r1_federico_gutierrez,vote_share_2022_r1_gustavo_petro,vote_share_2022_r1_no_marcados,vote_share_2022_r1_nulos,vote_share_2022_r1_rest,vote_share_2022_r1_rodolfo_hernandez,vote_share_2022_r1_sergio_fajardo,vote_share_2022_r2_blanco,vote_share_2022_r2_gustavo_petro,vote_share_2022_r2_no_marcados,vote_share_2022_r2_nulos,vote_share_2022_r2_rodolfo_hernandez,nombre_municipio_y,poblacion_total,poblacion_afrocolombiana,poblacion_indigena,poblacion_rural_dispersa,anos_escolaridad,hogares_con_internet,hogares_totales,pct_afro_colombian,pct_indigenous,pct_rural_disperso,years_schooling,internet_access_rate,ipm_score,nbi_rate,proyeccion_2022,population_2022,risk_level,is_pdet,coca_hectares,armed_group_presence,high_risk_flag
Región Centro Oriente,15,Boyacá,15172,Chinavita,0.95,0.1463,0.95,0.1031,0.0999,0.9461,0.0699,0.5991,0.1933,0.7867,0.011329755515802,0.1741204531902206,0.1854502087060226,0.0017889087656529,0.0089445438282647,0.0065593321407274,0.5688729874776386,0.0429338103756708,0.0152390961639516,0.2506568575932738,0.002101944298476,0.0052548607461902,0.7267472411981083,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,17,Caldas,17174,Chinchiná,0.6224,0.2345,0.7304,0.1652,0.16,0.5507,0.1121,0.3488,0.3097,0.458,0.021993074844945,0.25600243521936,0.297210912826757,0.0025874205699935,0.027167915984932,0.0153723222099615,0.3311517826566721,0.0485141356873787,0.028921440077923,0.4161015996703255,0.0026598733750421,0.028659199040947,0.5236578878357622,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,23,Córdoba,23182,Chinú,0.3429,0.2967,0.4024,0.209,0.2025,0.3034,0.1418,0.1921,0.3919,0.2523,0.0119871533903288,0.384810241100104,0.3760347401275614,0.0015379743972497,0.009273080924594,0.0178224091916587,0.1824309042384765,0.0161034966300266,0.013815707588267,0.4576608720906111,0.0013691241754138,0.0078828361614736,0.5192714599842343,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25178,Chipaque,0.95,0.19,0.95,0.1339,0.1297,0.95,0.0908,0.6647,0.251,0.8728,0.0127900602959985,0.0816736707473049,0.2408185638589439,0.0009135757354284,0.0074913210305134,0.0076740361775991,0.631098118033985,0.0175406541202265,0.01889385091034,0.3079697698385434,0.0003435245620061,0.0123668842322226,0.6604259704568877,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68179,Chipatá,0.95,0.1478,0.95,0.1041,0.1008,0.95,0.0706,0.7752,0.1952,0.95,0.0078397212543554,0.048780487804878,0.1872822299651567,0.0013066202090592,0.0052264808362369,0.0069686411149825,0.7360627177700348,0.0065331010452961,0.0126676602086438,0.213859910581222,0.0026080476900149,0.0070789865871833,0.763785394932936,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15176,Chiquinquirá,0.95,0.2304,0.95,0.1623,0.1572,0.8888,0.1101,0.5628,0.3044,0.7391,0.01347954388138,0.1066705526612991,0.292032496630114,0.0006921927939087,0.0096906991147218,0.0126051950890742,0.5344092680971985,0.0304200517323035,0.0209285031339636,0.3893551471369382,0.0006728283579446,0.0148022238747831,0.5742412974963703,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15232,Chíquiza,0.95,0.2076,0.95,0.1463,0.1417,0.95,0.0992,0.7253,0.2742,0.95,0.0079193664506839,0.0104391648668106,0.2631389488840893,0.0046796256299496,0.0133189344852411,0.0043196544276457,0.6886249100071994,0.0075593952483801,0.0091649694501018,0.3302783435166327,0.0006788866259334,0.0179904955872369,0.641887304820095,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,20,Cesar,20178,Chiriguaná,0.4327,0.4348,0.5078,0.3063,0.2967,0.3829,0.2078,0.2425,0.5743,0.3184,0.0102142276055319,0.180511615294224,0.5510259423302901,0.0010846967368706,0.0089487480791828,0.0083160083160083,0.2302268824007954,0.0096718792370966,0.0090013191588422,0.616047179328005,0.0007759757895553,0.0096220997904865,0.3645534259331109,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15180,Chiscas,0.95,0.0803,0.95,0.0565,0.0548,0.95,0.0384,0.7969,0.106,0.95,0.0117577895355673,0.0828924162257495,0.1017048794826572,0.0035273368606701,0.0088183421516754,0.0135214579659024,0.7566137566137566,0.0211640211640211,0.0060142154182613,0.1421541826134499,0.0021869874248223,0.0054674685620557,0.8441771459814106,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15183,Chita,0.95,0.1047,0.95,0.0738,0.0714,0.95,0.05,0.7836,0.1383,0.95,0.0071807680299719,0.0880424601935685,0.1326881049016547,0.0034342803621604,0.0056197315017171,0.0093662191695285,0.7439900093662192,0.0096784264751795,0.0128939828080229,0.1762177650429799,0.0034383954154727,0.0065902578796561,0.8008595988538681,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,54,Norte de Santander,54174,Chitagá,0.95,0.0536,0.95,0.0377,0.0366,0.95,0.0256,0.8322,0.0708,0.95,0.0074363992172211,0.0904109589041095,0.0679060665362035,0.0027397260273972,0.0090019569471624,0.011545988258317,0.7902152641878669,0.0207436399217221,0.0087415771262065,0.0943361864869787,0.0029138590420688,0.0061919504643962,0.8878164268803497,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15185,Chitaraque,0.95,0.0855,0.95,0.0602,0.0583,0.95,0.0409,0.7458,0.1129,0.95,0.0041943376441803,0.1555400209716882,0.1083537224746592,0.0013981125480601,0.0059419783292555,0.0066410346032855,0.7081440055924502,0.0097867878364208,0.0081056739717802,0.1341939357550285,0.0015010507355148,0.0021014710297208,0.8540978685079555,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15187,Chivatá,0.95,0.217,0.95,0.1528,0.1481,0.95,0.1037,0.6207,0.2865,0.815,0.0089820359281437,0.0718562874251497,0.2749500998003992,0.0009980039920159,0.0054890219560878,0.0054890219560878,0.5893213572854291,0.0429141716566866,0.0136186770428015,0.3686770428015564,0.0014591439688715,0.0072957198443579,0.6089494163424124,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,47,Magdalena,47170,Chivolo,0.3194,0.3773,0.3749,0.2658,0.2575,0.2827,0.1803,0.179,0.4983,0.235,0.0118333047504716,0.3116103584290859,0.478134110787172,0.0015434745326702,0.0046304235980106,0.007717372663351,0.1699536957640199,0.0145772594752186,0.0151690262929789,0.5496966194741404,0.0011557353366079,0.0047674082635076,0.429211210632765,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15236,Chivor,0.95,0.0658,0.95,0.0463,0.0449,0.95,0.0314,0.7085,0.0868,0.9303,0.0050200803212851,0.1997991967871485,0.0833333333333333,0.001004016064257,0.0080321285140562,0.0110441767068273,0.6726907630522089,0.0190763052208835,0.0073327222731439,0.1264894592117323,,0.0073327222731439,0.8588450962419798,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25181,Choachí,0.95,0.1563,0.95,0.1101,0.1066,0.95,0.0747,0.607,0.2064,0.7971,0.0138943505046532,0.1711888845195962,0.1980600340804823,0.0005243151133831,0.0056363874688687,0.0053742299121772,0.5763533883864203,0.0289684100144186,0.0173730901922129,0.2467964514539181,0.0011089206505667,0.0082552981764415,0.7264662395268605,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25183,Chocontá,0.95,0.153,0.95,0.1078,0.1044,0.95,0.0731,0.7083,0.202,0.93,0.0144954643224539,0.0745347423548115,0.1938651454222388,0.0011222294959319,0.0144954643224539,0.0087907977181333,0.6724960254372019,0.0202001309267745,0.023088023088023,0.2703823953823954,0.0009920634920634,0.0147005772005772,0.6908369408369408,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13188,Cicuco,0.1877,0.38,0.2203,0.2677,0.2593,0.1661,0.1816,0.1052,0.5019,0.1381,0.0079564489112227,0.3821189279731993,0.4815745393634841,0.0016750418760469,0.0041876046901172,0.0104690117252931,0.0998743718592964,0.01214405360134,0.0102721211029014,0.5856911155163093,0.0010812759055685,0.0043251036222742,0.3986303838529464,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,47,Magdalena,47189,Ciénaga,0.3866,0.4266,0.4537,0.3005,0.2911,0.3421,0.2039,0.2167,0.5635,0.2845,0.0205663418003223,0.1736628040825723,0.5406850331261351,0.0012278413015117,0.0137876346148926,0.0279589696365078,0.2057145780574527,0.0163967973806052,0.0198157001316427,0.6608697660454053,0.0007621423127554,0.0138109425159934,0.3047414489942031,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,23,Córdoba,23189,Ciénaga de Oro,0.1347,0.4848,0.158,0.3415,0.3308,0.1192,0.2317,0.0755,0.6403,0.0991,0.0111976630963972,0.2708130477117819,0.6144109055501461,0.0016228497241155,0.0082359623498864,0.0115628042843232,0.0716488153197014,0.0105079519636481,0.0131907308377896,0.7266666666666667,0.0014616755793226,0.0089126559714795,0.2497682709447415,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15189,Ciénega,0.95,0.1007,0.95,0.0709,0.0687,0.95,0.0481,0.7831,0.133,0.95,0.0107388316151202,0.0721649484536082,0.1275773195876288,0.0025773195876288,0.0051546391752577,0.0098797250859106,0.7435567010309279,0.0283505154639175,0.0151802656546489,0.1688804554079696,0.0007590132827324,0.0049335863377609,0.8102466793168881,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68190,Cimitarra,0.95,0.1627,0.95,0.1146,0.1111,0.95,0.0778,0.6492,0.215,0.8524,0.0086677586677586,0.125034125034125,0.2062517062517062,0.0021157521157521,0.0112612612612612,0.0216352716352716,0.6163663663663663,0.0086677586677586,0.0123780208265112,0.2630165695199423,0.0012443513000196,0.0131639269107341,0.7101971314427926,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,63,Quindío,63190,Circasia,0.5771,0.2199,0.6773,0.1549,0.15,0.5107,0.1051,0.3234,0.2904,0.4246,0.0218131295588746,0.3139979159430358,0.2786384161167072,0.0021535255296978,0.0184091698506425,0.0101424105592219,0.3070510593956235,0.0477943730461965,0.0288783959488127,0.3770615205638815,0.0015739410114281,0.0225826319030999,0.5699035105727777,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05190,Cisneros,0.5607,0.1451,0.6581,0.1022,0.099,0.4962,0.0694,0.3142,0.1916,0.4126,0.020071440721211,0.4177581221296139,0.1838748086409253,0.0028916482394965,0.0182003742133015,0.0287463854397006,0.2983500595339343,0.0301071610818166,0.0287001501752044,0.2661438344735525,0.0018354747205072,0.027031536792925,0.6762890038378108,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05101,Ciudad Bolívar,0.3859,0.0941,0.4529,0.0663,0.0642,0.3415,0.045,0.2163,0.1243,0.284,0.0175117616309461,0.603589475518383,0.1192716501132601,0.0027008189580066,0.0096706743335075,0.0063599930301446,0.2053493640006969,0.0355462624150548,0.0217299399678701,0.1795890758434091,0.0011837321383275,0.0091316479242411,0.788365604126152,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13222,Clemencia,0.2772,0.3537,0.3253,0.2491,0.2413,0.2453,0.1691,0.1553,0.4671,0.204,0.0196768848384424,0.3386495443247722,0.448218724109362,0.0045567522783761,0.0078707539353769,0.0103562551781275,0.1474730737365368,0.0231980115990058,0.0180131977884786,0.5887283752452291,0.0026752273943285,0.0057071517745675,0.3848760477973961,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05197,Cocorná,0.3691,0.081,0.4331,0.0571,0.0553,0.3266,0.0387,0.2068,0.107,0.2716,0.0112686756140795,0.6299063053937706,0.1026842238541402,0.0039250443150164,0.011142061281337,0.014940491263611,0.1963788300835654,0.0297543681944796,0.0163155972239133,0.1523194934859369,0.0036527456471447,0.0115670278826251,0.8161451357603798,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,73,Tolima,73200,Coello,0.7745,0.3135,0.909,0.2208,0.2139,0.6854,0.1499,0.434,0.4141,0.5699,0.0101640101640101,0.1399861399861399,0.3973203973203973,0.002079002079002,0.0136290136290136,0.0064680064680064,0.4121044121044121,0.0182490182490182,0.0108514190317195,0.4599332220367279,0.0008347245409015,0.0104340567612687,0.5179465776293823,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25200,Cogua,0.95,0.2581,0.95,0.1818,0.1761,0.8582,0.1234,0.5435,0.3409,0.7136,0.0173282116944088,0.0849338454972257,0.3271020059752454,0.0005121638924455,0.0128040973111395,0.0089628681177976,0.5160051216389244,0.0323516858728126,0.0243840701991225,0.4368039149510631,0.0005906176172797,0.0148498143773202,0.5233715828552143,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,41,Huila,41206,Colombia,0.95,0.1253,0.95,0.0883,0.0855,0.95,0.0599,0.6241,0.1656,0.8195,0.0069444444444444,0.2120949074074074,0.1588541666666666,0.0005787037037037,0.0089699074074074,0.0072337962962962,0.5925925925925926,0.0127314814814814,0.0080381813614669,0.2029640793770409,0.0007535795026375,0.0065310223561919,0.7817131374026627,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,52,Nariño,52203,Colón,0.2108,0.5587,0.2474,0.3936,0.3813,0.1866,0.2671,0.1181,0.7379,0.1551,0.0294447560291643,0.1017947279865395,0.7080762759394279,0.002804262478968,0.0232753785754346,0.0061693774537296,0.1121704991587212,0.0162647223780145,0.0241748024174802,0.800325430032543,0.002092050209205,0.0230125523012552,0.1503951650395165,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,86,Putumayo,86219,Colón,0.1546,0.5223,0.1814,0.3679,0.3564,0.1368,0.2497,0.0866,0.6899,0.1137,0.0116448326055312,0.2136098981077147,0.6619359534206696,0.0010917030567685,0.0061863173216885,0.0061863173216885,0.0822416302765647,0.017103347889374,0.0142440919391388,0.7465199093557786,0.0012949174490126,0.0055033991583036,0.2324376820977662,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,70,Sucre,70204,Coloso,0.1551,0.4456,0.182,0.3139,0.3041,0.1372,0.213,0.0869,0.5885,0.1141,0.0176787086856264,0.2841404048168076,0.5646938252626185,0.0030745580322828,0.0069177555726364,0.0225467589034076,0.0825006405329233,0.0184473481936971,0.0180910792264504,0.6589727594094407,0.0024953212726138,0.0066541900603035,0.3137866500311915,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15204,Cómbita,0.95,0.2484,0.95,0.175,0.1695,0.9149,0.1187,0.5794,0.3281,0.7608,0.0129759262421034,0.0684650845142564,0.3148369472426157,0.0010244152296397,0.0095612088099709,0.0099026805531842,0.5501109783165443,0.0331227590916851,0.0161265069672772,0.4100516674495068,0.0014091122592766,0.0162830749960858,0.5561296383278534,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05206,Concepción,0.3775,0.0635,0.4431,0.0447,0.0433,0.3341,0.0303,0.2116,0.0838,0.2778,0.0221870047543581,0.6370839936608558,0.0804278922345483,0.0051505546751188,0.0118858954041204,0.0083201267828843,0.2008716323296355,0.0340729001584786,0.0177962892843619,0.1257099583491102,0.0030291556228701,0.0087088224157516,0.844755774327906,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68207,Concepción,0.95,0.0987,0.95,0.0695,0.0674,0.95,0.0472,0.8309,0.1304,0.95,0.0074554294975688,0.0651539708265802,0.1251215559157212,0.0006482982171799,0.0055105348460291,0.0025931928687196,0.7889789303079416,0.0045380875202593,0.0072771376591873,0.1546391752577319,0.0009096422073984,0.0069739235900545,0.8302001212856277,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05209,Concordia,0.6439,0.0783,0.7556,0.0551,0.0534,0.5698,0.0374,0.3608,0.1034,0.4738,0.0159831121833534,0.4900482509047044,0.0992159227985524,0.0033172496984318,0.0116103739445114,0.0107056694813027,0.3425814234016888,0.0265379975874547,0.0190236396698839,0.1604420198629179,0.0023779549587354,0.0090921807245768,0.8090642047838859,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,47,Magdalena,47205,Concordia,0.1038,0.3771,0.1218,0.2656,0.2573,0.0919,0.1803,0.0582,0.4981,0.0764,0.0063724333254661,0.4281331130516875,0.4779324994099598,0.001416096294548,0.0049563370309181,0.0068444654236488,0.0552277554873731,0.0191172999763983,0.0060422960725075,0.590735146022155,0.0004028197381671,0.0026183282980866,0.4002014098690836,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,27,Chocó,27205,Condoto,0.0888,0.5576,0.1042,0.3928,0.3805,0.0785,0.2665,0.0497,0.7364,0.0653,0.0236148955495004,0.1303360581289736,0.706630336058129,0.004314259763851,0.0365576748410535,0.0131698455949137,0.0472297910990009,0.0381471389645776,0.0170854271356783,0.8255276381909548,0.0024120603015075,0.0196984924623115,0.1352763819095477,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68209,Confines,0.95,0.0455,0.95,0.0321,0.0311,0.95,0.0218,0.9042,0.0601,0.95,0.0054406964091403,0.0609357997823721,0.0576713819368879,,0.0065288356909684,0.0043525571273122,0.8585418933623504,0.0065288356909684,0.0045615813482007,0.0694374049670552,0.0015205271160669,0.0045615813482007,0.9199189052204764,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,52,Nariño,52207,Consaca,0.1697,0.4575,0.1991,0.3223,0.3122,0.1502,0.2187,0.0951,0.6043,0.1249,0.0183163737280296,0.2666049953746531,0.5798334875115634,0.0025901942645698,0.0179463459759481,0.0027752081406105,0.090286771507863,0.0216466234967622,0.021921872424592,0.7169935717817703,0.0018130871930113,0.0186253502554804,0.2406461183451458,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,52,Nariño,52210,Contadero,0.3235,0.4881,0.3797,0.3438,0.3331,0.2863,0.2333,0.1813,0.6446,0.238,0.0122096486003573,0.1739130434782608,0.6185229303156641,0.0026801667659321,0.0059559261465157,0.004169148302561,0.1721262656343061,0.0104228707564026,0.0162988966900702,0.7321965897693079,0.0010030090270812,0.0092778335005015,0.2412236710130391,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68211,Contratación,0.95,0.1072,0.95,0.0755,0.0731,0.95,0.0512,0.7368,0.1415,0.95,0.0082304526748971,0.1332304526748971,0.1358024691358024,0.0030864197530864,0.0082304526748971,0.0072016460905349,0.6995884773662552,0.0046296296296296,0.0086621751684311,0.1621751684311838,0.0014436958614051,0.0072184793070259,0.8205004812319538,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,54,Norte de Santander,54206,Convención,0.95,0.2647,0.95,0.1865,0.1807,0.8633,0.1265,0.5467,0.3497,0.7179,0.0118116520351157,0.1035913806863527,0.3355147645650439,0.0012769353551476,0.00877893056664,0.0065442936951316,0.519074221867518,0.0134078212290502,0.0156292843432958,0.4383054565396216,0.0020564847820126,0.0120647107211406,0.5319440636139292,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05212,Copacabana,0.3007,0.2231,0.3529,0.1571,0.1522,0.2661,0.1066,0.1685,0.2946,0.2212,0.0221786574708299,0.4568708961216873,0.2826775001180972,0.0010864944021918,0.0141716661155463,0.0119750578676366,0.159974491000992,0.0510652369030185,0.0321694032169403,0.3800817380081738,0.00083650008365,0.0197175019717501,0.5671948567194857,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15212,Coper,0.95,0.0771,0.95,0.0543,0.0526,0.95,0.0369,0.8039,0.1019,0.95,0.0073446327683615,0.1005649717514124,0.0977401129943502,0.0022598870056497,0.0050847457627118,0.0180790960451977,0.7632768361581921,0.0056497175141242,0.0057202288091523,0.1279251170046801,0.001040041601664,0.0026001040041601,0.8627145085803433,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13212,Córdoba,0.1926,0.4393,0.2261,0.3094,0.2997,0.1705,0.21,0.1079,0.5802,0.1417,0.0107082759675692,0.2889704757534037,0.5566773749426343,0.0030595074193054,0.0038243842741318,0.018968945999694,0.1024934985467339,0.0152975370965274,0.0144155844155844,0.6535064935064935,0.0015584415584415,0.0032467532467532,0.3272727272727272,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,52,Nariño,52215,Córdoba,0.1632,0.6202,0.1915,0.4369,0.4233,0.1444,0.2965,0.0915,0.8192,0.1201,0.0171934699548454,0.08475164987843,0.7860368183397013,0.0026050712052796,0.0055574852379298,0.0034734282737061,0.0868357068426537,0.0135463702674539,0.0142993326978074,0.8695356121476235,0.0010894729674519,0.0069453901675064,0.1081301920196105,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,63,Quindío,63212,Córdoba,0.7709,0.251,0.9047,0.1768,0.1713,0.6821,0.12,0.432,0.3315,0.5672,0.0154115586690017,0.1968476357267951,0.3180385288966725,0.0028021015761821,0.0182136602451838,0.0129597197898423,0.4101576182136602,0.0255691768826619,0.0215126050420168,0.4174789915966386,0.0016806722689075,0.0238655462184873,0.5354621848739496,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,19,Cauca,19212,Corinto,0.1464,0.5847,0.1718,0.4118,0.399,0.1296,0.2795,0.082,0.7722,0.1077,0.0163490120650463,0.0876027277496065,0.7409512152474209,0.0022731246721454,0.0194089875852421,0.0389054030424899,0.0778982339569854,0.0166112956810631,0.0201520631874215,0.8232080903521075,0.0022883295194508,0.0171255628552447,0.1372259540857754,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68217,Coromoro,0.95,0.059,0.95,0.0416,0.0403,0.95,0.0282,0.9251,0.0779,0.95,0.0047570506286102,0.0258239891267414,0.0747536527353041,0.0027183146449201,0.0054366292898402,0.0050968399592252,0.8783554196398233,0.0030581039755351,0.0029004189494038,0.0928134063809216,0.0019336126329358,0.0035449564937157,0.8988076055430229,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,70,Sucre,70215,Corozal,0.1703,0.4669,0.1999,0.3289,0.3186,0.1507,0.2232,0.0954,0.6167,0.1253,0.0113500597371565,0.2570806100217865,0.5917492445006677,0.0009839061072457,0.0075549933234942,0.0249139082156159,0.090624780378101,0.0157424977159322,0.0166164111118239,0.6782254442804901,0.000994418425611,0.0087572977481234,0.2954064284339514,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15215,Corrales,0.95,0.2421,0.95,0.1705,0.1652,0.8861,0.1157,0.5611,0.3198,0.7368,0.0089115213239974,0.0986632718014003,0.3068109484404838,0.0006365372374283,0.0108211330362826,0.0133672819859961,0.5327816677275621,0.0280076384468491,0.0220858895705521,0.4208588957055215,0.0006134969325153,0.012883435582822,0.5435582822085889,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25214,Cota,0.8318,0.227,0.95,0.1599,0.1549,0.7361,0.1085,0.4661,0.2998,0.6121,0.0180722891566265,0.1730511790752754,0.2876634744104623,0.0002574400164761,0.0087529605601894,0.0090104005766656,0.442590876325816,0.0606013798784883,0.025610757544652,0.3869328679942517,0.0003079449804968,0.0075959761855881,0.5795524532950113,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,23,Córdoba,23300,Cotorra,0.2764,0.4381,0.3244,0.3086,0.299,0.2446,0.2094,0.1549,0.5786,0.2034,0.008971525159277,0.2621245611753998,0.5551943830451177,0.0018203094526069,0.0036406189052138,0.0130022103757638,0.1470549993498894,0.0081913925367312,0.0112528132033008,0.6362662094094952,0.0016075447433286,0.0036437680848783,0.3472296645589969,,,,,,,,,,,,,,,,,,,,,,
